,d.log_time,d.temperature_A,d.temperature_B,d.humidity_A,d.humidity_B,d.photometric,d.CO2,d.soil_temperature,d.soil_humidity,d.soil_EC,d.soil_PH,d.outside_photometric,d.outside_temperature,d.outside_humidity,d.wind_speed,d.wind_direction,d.radiometric,d.rainfall_detect,d.rainfall,actuator01,actuator02,actuator03,actuator04,actuator05,actuator06,actuator07,actuator08,actuator09,actuator10,actuator11
90,2020-07-31 07:35:00,33.2,32.1,57.3,66.1,15949.0,428.0,27.9,40.2,0.139,8.9,9779.0,34.2,55.2,0.9,82.0,446.0,0,0.0,1,1,1,1,1,1,1,1,1,0,0
91,2020-07-31 07:40:00,33.1,32.3,57.7,65.7,16307.0,431.0,28.1,39.7,0.138,8.9,9841.0,34.2,54.1,1.9,162.0,458.0,0,0.0,1,1,1,1,1,1,1,1,1,1,0
92,2020-07-31 07:45:00,33.3,33.9,57.1,61.5,16941.0,427.0,28.2,39.4,0.139,8.9,10141.0,34.9,53.0,2.3,37.0,482.0,0,0.0,1,1,1,1,1,1,1,1,0,0,0
93,2020-07-31 07:50:00,33.8,34.3,56.1,60.1,16846.0,425.0,28.4,39.7,0.139,8.9,10607.0,34.8,53.2,0.7,103.0,525.0,0,0.0,1,1,1,1,1,1,1,1,0,0,1
94,2020-07-31 07:55:00,34.2,34.1,54.7,60.2,19380.0,420.0,29.0,43.0,0.14400000000000002,8.9,11477.0,35.2,52.1,0.9,318.0,556.0,0,0.0,1,1,1,1,1,1,1,1,0,0,0
95,2020-07-31 08:00:00,35.4,35.2,52.4,57.9,19894.0,422.0,29.2,41.3,0.14,8.9,11444.0,34.6,53.5,1.1,191.0,559.0,0,0.0,1,1,1,1,1,1,1,1,0,0,0
96,2020-07-31 08:05:00,36.0,35.3,53.0,58.3,20038.0,417.0,29.3,40.5,0.138,8.9,11802.0,34.3,55.9,1.9,122.0,596.0,0,0.0,1,1,1,1,1,1,1,1,1,0,0
97,2020-07-31 08:10:00,36.2,34.9,52.4,59.6,22285.0,417.0,29.4,40.0,0.138,8.9,12058.0,34.6,54.5,1.1,124.0,620.0,0,0.0,1,1,1,1,1,1,1,1,1,1,0
98,2020-07-31 08:15:00,35.6,35.3,53.3,59.2,21449.0,417.0,29.6,39.9,0.13699999999999998,8.9,12039.0,35.1,54.7,0.0,194.0,620.0,0,0.0,1,1,1,1,1,1,1,1,1,0,0
99,2020-07-31 08:20:00,35.4,35.3,54.3,59.9,20982.0,416.0,29.7,41.6,0.14300000000000002,8.9,12181.0,35.5,53.3,2.1,121.0,627.0,0,0.0,1,1,1,1,1,1,1,1,0,0,1
100,2020-07-31 08:25:00,36.2,34.5,52.6,61.5,11346.0,411.0,30.4,42.3,0.14400000000000002,8.9,7844.0,35.7,55.1,0.9,326.0,339.0,0,0.0,1,1,1,1,1,1,1,1,0,0,0
101,2020-07-31 08:30:00,35.7,33.0,53.7,65.6,12996.0,410.0,30.3,40.9,0.141,8.9,8237.0,34.2,58.1,0.7,276.0,352.0,0,0.0,1,1,1,1,1,1,1,1,0,0,0
102,2020-07-31 08:35:00,36.5,34.4,52.9,64.2,24485.0,413.0,30.2,40.2,0.139,8.9,13785.0,35.3,56.0,0.9,53.0,728.0,0,0.0,1,1,1,1,1,1,1,1,1,0,0
103,2020-07-31 08:40:00,36.2,35.2,54.0,62.2,21867.0,408.0,30.3,40.0,0.138,8.9,12950.0,34.6,57.5,2.1,199.0,679.0,0,0.0,1,1,1,1,1,1,1,1,1,1,0
104,2020-07-31 08:45:00,36.0,35.2,54.7,62.5,21879.0,406.0,30.3,39.6,0.136,8.9,12998.0,35.2,56.2,2.3,164.0,682.0,0,0.0,1,1,1,1,1,1,1,1,1,0,0
105,2020-07-31 08:50:00,35.4,35.3,56.3,62.5,22142.0,403.0,30.6,40.0,0.139,8.9,12967.0,36.5,53.5,0.7,302.0,686.0,0,0.0,1,1,1,1,1,1,1,1,1,0,1
106,2020-07-31 08:55:00,36.5,35.2,54.4,63.5,23170.0,401.0,31.3,42.9,0.146,8.9,13350.0,35.7,55.7,2.3,189.0,710.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
107,2020-07-31 09:00:00,37.8,35.8,51.5,61.7,12745.0,398.0,31.3,40.9,0.14,8.9,13386.0,35.5,57.7,1.7,147.0,705.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
108,2020-07-31 09:05:00,38.2,35.2,51.7,63.3,12816.0,395.0,31.1,40.2,0.139,8.9,13917.0,35.8,56.1,2.1,129.0,738.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
109,2020-07-31 09:10:00,37.5,35.9,52.9,62.3,17826.0,398.0,31.0,39.6,0.136,8.9,14394.0,36.6,54.0,1.3,352.0,773.0,0,0.0,1,1,1,1,1,1,1,0,1,1,0
110,2020-07-31 09:15:00,37.5,36.9,53.1,60.2,20767.0,399.0,30.9,39.6,0.136,8.9,14954.0,37.3,53.2,0.0,188.0,789.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
111,2020-07-31 09:20:00,38.2,36.7,51.8,60.4,21927.0,401.0,31.1,41.8,0.14300000000000002,8.9,14995.0,37.2,52.4,1.3,248.0,796.0,0,0.0,1,1,1,1,1,1,1,0,0,0,1
112,2020-07-31 09:25:00,39.5,36.7,48.5,59.8,22740.0,397.0,31.4,41.9,0.14,8.9,15356.0,37.2,51.6,0.0,327.0,800.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
113,2020-07-31 09:30:00,40.4,36.8,46.5,58.7,24760.0,395.0,31.4,40.8,0.139,8.9,17528.0,37.8,51.3,1.5,199.0,825.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
114,2020-07-31 09:35:00,41.8,37.5,44.8,57.7,27833.0,391.0,31.4,40.2,0.138,8.9,19572.0,39.1,47.8,1.1,80.0,852.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
115,2020-07-31 09:40:00,41.5,38.4,44.3,56.4,29208.0,393.0,31.6,39.6,0.136,8.9,21319.0,38.6,47.8,2.1,203.0,868.0,0,0.0,1,1,1,1,1,1,1,0,0,1,0
116,2020-07-31 09:45:00,41.0,38.9,45.1,54.1,30428.0,395.0,31.8,39.6,0.135,8.9,22843.0,39.3,46.4,2.9,154.0,880.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
117,2020-07-31 09:50:00,40.7,38.8,45.4,55.0,27977.0,395.0,32.0,40.6,0.141,8.9,22628.0,39.0,47.4,1.3,228.0,878.0,0,0.0,1,1,1,1,1,1,1,0,1,0,1
118,2020-07-31 09:55:00,41.8,37.6,43.2,55.1,14335.0,391.0,32.8,42.6,0.141,8.9,18847.0,39.5,44.4,1.5,79.0,539.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
119,2020-07-31 10:00:00,42.2,37.6,42.3,55.7,21676.0,392.0,32.7,40.9,0.138,8.9,21676.0,39.3,46.2,2.3,187.0,805.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
120,2020-07-31 10:05:00,42.6,37.7,42.3,57.4,12195.0,391.0,32.6,40.2,0.136,8.9,18655.0,39.0,46.2,0.0,13.0,461.0,0,0.0,1,1,1,1,1,1,1,0,0,0,0
121,2020-07-31 10:10:00,40.7,37.7,45.3,56.9,12195.0,404.0,32.5,39.6,0.135,8.9,18492.0,39.1,46.2,0.9,204.0,450.0,0,0.0,1,1,1,1,1,1,1,0,1,1,0
122,2020-07-31 10:15:00,39.3,37.5,46.9,56.9,17838.0,408.0,32.4,39.6,0.136,8.9,20564.0,38.7,46.4,1.3,254.0,627.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
123,2020-07-31 10:20:00,38.8,37.6,48.0,56.4,17981.0,406.0,32.5,41.3,0.14300000000000002,8.9,20780.0,38.5,47.0,0.0,329.0,661.0,0,0.0,1,1,1,1,1,1,1,0,1,0,1
