index,d.log_time,d.temperature_A,d.temperature_B,d.humidity_A,d.humidity_B,d.photometric,d.CO2,d.soil_temperature,d.soil_humidity,d.soil_EC,d.soil_PH,d.outside_photometric,d.outside_temperature,d.outside_humidity,d.wind_speed,d.wind_direction,d.radiometric,d.rainfall_detect,d.rainfall,actuator01,actuator02,actuator03,actuator04,actuator05,actuator06,actuator07,actuator08,actuator09,actuator10,actuator11
29,2020/7/31 02:30,28.1,27.6,77,84.2,0,435,27.3,37.9,0.136,9,0,26.9,81.5,0,274,0,0,0,1,1,1,1,1,1,1,1,0,0,0
30,2020/7/31 02:35,28,27.6,76.9,84.1,0,441,27.2,37.9,0.137,9,0,27.1,81.2,0.9,201,0,0,0,1,1,1,1,1,1,1,1,1,0,0
31,2020/7/31 02:40,28,27.6,76.6,84.3,0,440,27.2,37.9,0.135,9,0,27,80.9,1.5,84,0,0,0,1,1,1,1,1,1,1,1,1,0,0
32,2020/7/31 02:45,28,27.6,76.6,83.9,0,441,27.1,37.9,0.135,8.9,0,26.9,80.6,0,195,0,0,0,1,1,1,1,1,1,1,1,1,0,0
33,2020/7/31 02:50,28.1,27.6,76.5,84.1,0,440,27.1,37.9,0.136,9,0,27.1,80.7,0.7,113,0,0,0,1,1,1,1,1,1,1,1,0,0,0
34,2020/7/31 02:55,28.2,27.7,76.1,83.5,0,440,27.1,37.9,0.136,9,0,27,80.6,0.7,166,0,0,0,1,1,1,1,1,1,1,1,0,0,0
35,2020/7/31 03:00,28.3,27.7,75.2,82.5,0,434,27.1,37.9,0.135,9,0,27,80.3,1.1,143,0,0,0,1,1,1,1,1,1,1,1,0,0,0
36,2020/7/31 03:05,28.3,27.6,75.7,83.5,0,438,27,37.9,0.137,9,0,26.9,81.5,1.1,176,0,0,0,1,1,1,1,1,1,1,1,0,0,0
37,2020/7/31 03:10,28.2,27.6,76.7,84.2,0,446,27,37.9,0.137,9,0,26.9,82.5,0,289,0,0,0,1,1,1,1,1,1,1,1,0,0,0
38,2020/7/31 03:15,28,27.5,77.2,84.5,0,451,27,37.9,0.135,9,0,26.8,82.3,0.9,161,0,0,0,1,1,1,1,1,1,1,1,1,0,0
39,2020/7/31 03:20,28,27.5,77.3,84.7,0,452,26.9,37.9,0.134,9,0,26.9,81.4,2.1,169,0,0,0,1,1,1,1,1,1,1,1,0,0,0
40,2020/7/31 03:25,28.1,27.5,76,83.9,0,447,26.9,37.9,0.135,9,0,27,81.3,0.9,152,0,0,0,1,1,1,1,1,1,1,1,0,0,0
41,2020/7/31 03:30,28.1,27.6,75.3,83.1,0,443,26.9,37.9,0.132,9,0,27.1,80.3,0,236,0,0,0,1,1,1,1,1,1,1,1,0,0,0
42,2020/7/31 03:35,28.1,27.6,75.2,83.1,0,443,26.9,37.9,0.133,9,0,27.1,79.5,1.1,144,0,0,0,1,1,1,1,1,1,1,1,1,0,0
43,2020/7/31 03:40,28,27.6,75.5,82.8,0,444,26.8,37.9,0.138,9,0,27,79.4,0.7,170,0,0,0,1,1,1,1,1,1,1,1,1,1,0
44,2020/7/31 03:45,28,27.5,76,83.3,0,443,26.8,37.9,0.135,8.9,0,27.1,79.9,0.7,95,0,0,0,1,1,1,1,1,1,1,1,1,0,0
45,2020/7/31 03:50,28,27.6,76.2,83.3,0,445,26.8,37.9,0.134,8.9,0,27.2,80,0,226,0,0,0,1,1,1,1,1,1,1,1,1,0,0
46,2020/7/31 03:55,28.2,27.7,75.6,82.9,0,446,26.8,37.9,0.134,8.9,0,27.1,79.9,1.3,145,0,0,0,1,1,1,1,1,1,1,1,0,0,0
47,2020/7/31 04:00,28.3,27.7,75,82.6,0,442,26.8,37.9,0.136,9,0,27.1,79.9,0.9,131,0,0,0,1,1,1,1,1,1,1,1,0,0,0
48,2020/7/31 04:05,28.2,27.6,74.9,82.6,0,445,26.7,37.9,0.134,9,0,27.1,80.1,1.1,104,0,0,0,1,1,1,1,1,1,1,1,0,0,0
49,2020/7/31 04:10,28,27.6,75.8,83.4,0,451,26.7,37.8,0.134,8.9,0,27.1,80,0.9,179,0,0,0,1,1,1,1,1,1,1,1,1,0,0
50,2020/7/31 04:15,27.9,27.5,76,83.2,0,453,26.7,37.9,0.133,8.9,0,27.1,79.9,0,167,0,0,0,1,1,1,1,1,1,1,1,1,0,0
51,2020/7/31 04:20,28,27.4,75,82.7,0,453,26.7,37.8,0.133,8.9,0,27,79.7,0.9,151,0,0,0,1,1,1,1,1,1,1,1,0,0,0
52,2020/7/31 04:25,28.1,27.4,74.4,82.5,0,450,26.7,37.9,0.132,8.9,0,26.9,79.4,0.9,53,0,0,0,1,1,1,1,1,1,1,1,0,0,0
53,2020/7/31 04:30,28,27.3,73.8,81.9,0,447,26.6,37.9,0.135,8.9,0,26.7,78.6,0.9,103,0,0,0,1,1,1,1,1,1,1,1,0,0,0
54,2020/7/31 04:35,27.9,27.3,73.9,81.7,0,448,26.6,37.9,0.135,8.9,0,27.1,78,1.1,83,0,0,0,1,1,1,1,1,1,1,1,1,0,0
55,2020/7/31 04:40,27.8,27.3,73.8,81.6,0,449,26.5,37.8,0.134,8.9,0,26.8,77.6,0.7,244,0,0,0,1,1,1,1,1,1,1,1,0,0,0
56,2020/7/31 04:45,27.8,27.3,73.9,81,0,448,26.5,37.9,0.133,8.9,0,26.9,77.3,0,203,0,0,0,1,1,1,1,1,1,1,1,1,0,0
57,2020/7/31 04:50,27.8,27.4,73.3,80.9,0,449,26.4,37.9,0.134,8.9,0,27,77.1,0.9,324,0,0,0,1,1,1,1,1,1,1,1,1,0,0
58,2020/7/31 04:55,27.9,27.4,72.7,80.4,0,447,26.4,37.9,0.133,8.9,0,27,76.9,1.5,93,0,0,0,1,1,1,1,1,1,1,1,0,0,0
59,2020/7/31 05:00,28,27.4,72.8,80,0,444,26.4,37.9,0.133,8.9,0,27,76.9,0,137,0,0,0,1,1,1,1,1,1,1,1,0,0,0
60,2020/7/31 05:05,28,27.4,72.6,80.2,0,444,26.4,37.9,0.131,8.9,0,26.9,77.4,0.9,126,0,0,0,1,1,1,1,1,1,1,1,0,0,0
61,2020/7/31 05:10,27.8,27.4,73.3,80.5,0,446,26.3,37.9,0.133,8.9,1,26.8,77.7,0.9,162,0,0,0,1,1,1,1,1,1,1,1,1,0,0
62,2020/7/31 05:15,27.8,27.4,73.3,80.6,11,445,26.3,37.9,0.133,8.9,10,26.9,77.9,1.1,110,0,0,0,1,1,1,1,1,1,1,1,1,0,0
63,2020/7/31 05:20,27.8,27.3,73.5,80.6,35,446,26.2,39.6,0.144,8.9,33,26.9,77.9,1.1,247,0,0,0,1,1,1,1,1,1,1,1,0,0,1
64,2020/7/31 05:25,27.8,27.3,73.4,80.8,83,447,26.1,41.2,0.142,8.9,74,26.7,78.3,1.1,13,2,0,0,1,1,1,1,1,1,1,1,0,0,0
65,2020/7/31 05:30,27.8,27.3,73.4,80.9,155,452,26.1,39.9,0.14,8.9,132,26.9,78.1,0.9,100,3,0,0,1,1,1,1,1,1,1,1,0,0,0
66,2020/7/31 05:35,27.8,27.3,74,81.2,251,454,26.1,39.4,0.14,8.9,216,26.7,78.3,1.3,128,4,0,0,1,1,1,1,1,1,1,1,1,0,0
67,2020/7/31 05:40,27.7,27.2,74,81.4,346,456,26.1,39,0.14,8.9,301,26.8,78.5,1.1,86,5,0,0,1,1,1,1,1,1,1,1,1,1,0
68,2020/7/31 05:45,27.7,27.2,74.4,81.6,538,456,26.1,38.8,0.137,8.9,494,26.7,78.5,0.7,147,20,0,0,1,1,1,1,1,1,1,1,1,0,0
69,2020/7/31 05:50,27.7,27.2,74.1,81.6,836,456,26.1,38.8,0.139,8.9,751,26.8,78.7,0,186,44,0,0,1,1,1,1,1,1,1,1,0,0,1
70,2020/7/31 05:55,27.9,27.3,73.8,81.8,1183,455,26.1,42.6,0.147,8.9,1026,26.5,78.7,0,285,64,0,0,1,1,1,1,1,1,1,1,0,0,0
71,2020/7/31 06:00,28,27.4,72.8,81.2,1458,454,26.1,40.8,0.143,9,1235,27,78.2,0,266,77,0,0,1,1,1,1,1,1,1,1,0,0,0
72,2020/7/31 06:05,28,27.5,72.8,80.3,1805,447,26.1,39.9,0.141,9,1515,27.2,76.8,1.3,58,91,0,0,1,1,1,1,1,1,1,1,1,0,0
73,2020/7/31 06:10,28,27.6,72.5,79.9,2092,450,26.1,39.4,0.139,8.9,1693,27.1,76.4,0.9,145,103,0,0,1,1,1,1,1,1,1,1,1,0,0
74,2020/7/31 06:15,28.1,27.6,72.2,79.5,2427,445,26.1,39,0.139,8.9,1847,27.4,75.7,0.9,123,115,0,0,1,1,1,1,1,1,1,1,1,0,0
75,2020/7/31 06:20,28.3,27.7,72.1,79.2,2761,450,26.2,39.6,0.143,8.9,1969,27.5,75.4,1.1,310,129,0,0,1,1,1,1,1,1,1,1,0,0,1
76,2020/7/31 06:25,28.5,27.9,71,78.8,3562,446,26.2,42.6,0.15,8.9,2446,27.7,74.6,0.9,211,202,0,0,1,1,1,1,1,1,1,1,0,0,0
77,2020/7/31 06:30,28.7,28.2,69.5,77.2,4363,447,26.3,40.8,0.143,9,2750,28.2,72.4,1.3,70,224,0,0,1,1,1,1,1,1,1,1,0,0,0
78,2020/7/31 06:35,28.8,28.2,69.2,77.4,3443,444,26.3,39.9,0.141,8.9,2280,28,72.5,1.1,215,182,0,0,1,1,1,1,1,1,1,1,0,0,0
79,2020/7/31 06:40,28.6,28.1,70,77.9,3897,448,26.4,39.4,0.141,8.9,2515,28,73.4,0.7,329,207,0,0,1,1,1,1,1,1,1,1,1,1,0
80,2020/7/31 06:45,28.6,28.4,70,76.6,5918,447,26.4,39.1,0.137,8.9,3742,28.4,71.5,2.5,148,256,0,0,1,1,1,1,1,1,1,1,1,0,0
81,2020/7/31 06:50,29,29,68.8,74.7,5858,446,26.4,39.1,0.139,8.9,4240,29.4,68,1.7,132,248,0,0,1,1,1,1,1,1,1,1,0,0,1
82,2020/7/31 06:55,29.7,29.4,67.2,73.4,9325,446,26.6,42.7,0.15,8.9,6122,30.1,65.9,1.5,253,300,0,0,1,1,1,1,1,1,1,1,0,0,0
83,2020/7/31 07:00,30.6,30.4,63.8,69.8,10545,441,26.7,40.9,0.144,9,6901,31.6,60.6,0,270,319,0,0,1,1,1,1,1,1,1,1,0,0,0
84,2020/7/31 07:05,31.2,30.9,62.3,68.4,10736,440,26.8,40.2,0.14,9,7109,31.9,59.3,2.1,204,317,0,0,1,1,1,1,1,1,1,1,1,0,0
85,2020/7/31 07:10,31,30.8,62.8,69.1,13725,439,26.9,39.6,0.138,9,7618,32.2,59.3,1.1,189,341,0,0,1,1,1,1,1,1,1,1,1,0,0
86,2020/7/31 07:15,30.9,31.5,63.2,67.2,11489,442,27,39.6,0.139,9,8090,32.8,58.1,1.7,326,370,0,0,1,1,1,1,1,1,1,1,1,0,0
87,2020/7/31 07:20,31.3,31.9,62.1,65.9,12207,436,27.1,41,0.147,8.9,8579,32.7,57.8,1.1,92,383,0,0,1,1,1,1,1,1,1,1,0,0,1
88,2020/7/31 07:25,32.2,32.1,60,65.5,14000,437,27.5,42,0.144,8.9,8779,33.2,55.9,0.9,293,395,0,0,1,1,1,1,1,1,1,1,0,0,0
89,2020/7/31 07:30,33,32.8,57.8,63.8,14717,434,27.7,40.8,0.141,8.9,9155,33.4,55.6,1.3,37,422,0,0,1,1,1,1,1,1,1,1,0,0,0
90,2020/7/31 07:35,33.2,32.1,57.3,66.1,15949,428,27.9,40.2,0.139,8.9,9779,34.2,55.2,0.9,82,446,0,0,1,1,1,1,1,1,1,1,1,0,0
91,2020/7/31 07:40,33.1,32.3,57.7,65.7,16307,431,28.1,39.7,0.138,8.9,9841,34.2,54.1,1.9,162,458,0,0,1,1,1,1,1,1,1,1,1,1,0
92,2020/7/31 07:45,33.3,33.9,57.1,61.5,16941,427,28.2,39.4,0.139,8.9,10141,34.9,53,2.3,37,482,0,0,1,1,1,1,1,1,1,1,0,0,0
93,2020/7/31 07:50,33.8,34.3,56.1,60.1,16846,425,28.4,39.7,0.139,8.9,10607,34.8,53.2,0.7,103,525,0,0,1,1,1,1,1,1,1,1,0,0,1
94,2020/7/31 07:55,34.2,34.1,54.7,60.2,19380,420,29,43,0.144,8.9,11477,35.2,52.1,0.9,318,556,0,0,1,1,1,1,1,1,1,1,0,0,0
95,2020/7/31 08:00,35.4,35.2,52.4,57.9,19894,422,29.2,41.3,0.14,8.9,11444,34.6,53.5,1.1,191,559,0,0,1,1,1,1,1,1,1,1,0,0,0
96,2020/7/31 08:05,36,35.3,53,58.3,20038,417,29.3,40.5,0.138,8.9,11802,34.3,55.9,1.9,122,596,0,0,1,1,1,1,1,1,1,1,1,0,0
97,2020/7/31 08:10,36.2,34.9,52.4,59.6,22285,417,29.4,40,0.138,8.9,12058,34.6,54.5,1.1,124,620,0,0,1,1,1,1,1,1,1,1,1,1,0
98,2020/7/31 08:15,35.6,35.3,53.3,59.2,21449,417,29.6,39.9,0.137,8.9,12039,35.1,54.7,0,194,620,0,0,1,1,1,1,1,1,1,1,1,0,0
99,2020/7/31 08:20,35.4,35.3,54.3,59.9,20982,416,29.7,41.6,0.143,8.9,12181,35.5,53.3,2.1,121,627,0,0,1,1,1,1,1,1,1,1,0,0,1
100,2020/7/31 08:25,36.2,34.5,52.6,61.5,11346,411,30.4,42.3,0.144,8.9,7844,35.7,55.1,0.9,326,339,0,0,1,1,1,1,1,1,1,1,0,0,0
101,2020/7/31 08:30,35.7,33,53.7,65.6,12996,410,30.3,40.9,0.141,8.9,8237,34.2,58.1,0.7,276,352,0,0,1,1,1,1,1,1,1,1,0,0,0
102,2020/7/31 08:35,36.5,34.4,52.9,64.2,24485,413,30.2,40.2,0.139,8.9,13785,35.3,56,0.9,53,728,0,0,1,1,1,1,1,1,1,1,1,0,0
103,2020/7/31 08:40,36.2,35.2,54,62.2,21867,408,30.3,40,0.138,8.9,12950,34.6,57.5,2.1,199,679,0,0,1,1,1,1,1,1,1,1,1,1,0
104,2020/7/31 08:45,36,35.2,54.7,62.5,21879,406,30.3,39.6,0.136,8.9,12998,35.2,56.2,2.3,164,682,0,0,1,1,1,1,1,1,1,1,1,0,0
105,2020/7/31 08:50,35.4,35.3,56.3,62.5,22142,403,30.6,40,0.139,8.9,12967,36.5,53.5,0.7,302,686,0,0,1,1,1,1,1,1,1,1,1,0,1
106,2020/7/31 08:55,36.5,35.2,54.4,63.5,23170,401,31.3,42.9,0.146,8.9,13350,35.7,55.7,2.3,189,710,0,0,1,1,1,1,1,1,1,0,0,0,0
107,2020/7/31 09:00,37.8,35.8,51.5,61.7,12745,398,31.3,40.9,0.14,8.9,13386,35.5,57.7,1.7,147,705,0,0,1,1,1,1,1,1,1,0,0,0,0
108,2020/7/31 09:05,38.2,35.2,51.7,63.3,12816,395,31.1,40.2,0.139,8.9,13917,35.8,56.1,2.1,129,738,0,0,1,1,1,1,1,1,1,0,0,0,0
109,2020/7/31 09:10,37.5,35.9,52.9,62.3,17826,398,31,39.6,0.136,8.9,14394,36.6,54,1.3,352,773,0,0,1,1,1,1,1,1,1,0,1,1,0
110,2020/7/31 09:15,37.5,36.9,53.1,60.2,20767,399,30.9,39.6,0.136,8.9,14954,37.3,53.2,0,188,789,0,0,1,1,1,1,1,1,1,0,1,0,0
111,2020/7/31 09:20,38.2,36.7,51.8,60.4,21927,401,31.1,41.8,0.143,8.9,14995,37.2,52.4,1.3,248,796,0,0,1,1,1,1,1,1,1,0,0,0,1
112,2020/7/31 09:25,39.5,36.7,48.5,59.8,22740,397,31.4,41.9,0.14,8.9,15356,37.2,51.6,0,327,800,0,0,1,1,1,1,1,1,1,0,0,0,0
113,2020/7/31 09:30,40.4,36.8,46.5,58.7,24760,395,31.4,40.8,0.139,8.9,17528,37.8,51.3,1.5,199,825,0,0,1,1,1,1,1,1,1,0,0,0,0
114,2020/7/31 09:35,41.8,37.5,44.8,57.7,27833,391,31.4,40.2,0.138,8.9,19572,39.1,47.8,1.1,80,852,0,0,1,1,1,1,1,1,1,0,0,0,0
115,2020/7/31 09:40,41.5,38.4,44.3,56.4,29208,393,31.6,39.6,0.136,8.9,21319,38.6,47.8,2.1,203,868,0,0,1,1,1,1,1,1,1,0,0,1,0
116,2020/7/31 09:45,41,38.9,45.1,54.1,30428,395,31.8,39.6,0.135,8.9,22843,39.3,46.4,2.9,154,880,0,0,1,1,1,1,1,1,1,0,1,0,0
117,2020/7/31 09:50,40.7,38.8,45.4,55,27977,395,32,40.6,0.141,8.9,22628,39,47.4,1.3,228,878,0,0,1,1,1,1,1,1,1,0,1,0,1
118,2020/7/31 09:55,41.8,37.6,43.2,55.1,14335,391,32.8,42.6,0.141,8.9,18847,39.5,44.4,1.5,79,539,0,0,1,1,1,1,1,1,1,0,0,0,0
119,2020/7/31 10:00,42.2,37.6,42.3,55.7,21676,392,32.7,40.9,0.138,8.9,21676,39.3,46.2,2.3,187,805,0,0,1,1,1,1,1,1,1,0,0,0,0
120,2020/7/31 10:05,42.6,37.7,42.3,57.4,12195,391,32.6,40.2,0.136,8.9,18655,39,46.2,0,13,461,0,0,1,1,1,1,1,1,1,0,0,0,0
121,2020/7/31 10:10,40.7,37.7,45.3,56.9,12195,404,32.5,39.6,0.135,8.9,18492,39.1,46.2,0.9,204,450,0,0,1,1,1,1,1,1,1,0,1,1,0
122,2020/7/31 10:15,39.3,37.5,46.9,56.9,17838,408,32.4,39.6,0.136,8.9,20564,38.7,46.4,1.3,254,627,0,0,1,1,1,1,1,1,1,0,1,0,0
123,2020/7/31 10:20,38.8,37.6,48,56.4,17981,406,32.5,41.3,0.143,8.9,20780,38.5,47,0,329,661,0,0,1,1,1,1,1,1,1,0,1,0,1
124,2020/7/31 10:25,40.1,38,45.2,54.3,28144,400,32.9,41.9,0.143,8.9,22135,39.1,46.7,1.3,139,745,0,0,1,1,1,1,1,1,1,0,0,0,0
125,2020/7/31 10:30,41.5,38.4,43.6,54.6,32221,393,32.9,40.6,0.14,8.9,23482,40,44.1,0.9,192,897,0,0,1,1,1,1,1,1,1,0,0,0,0
126,2020/7/31 10:35,42.5,39.1,43.2,52.6,31085,386,33,40,0.136,8.9,23214,40.4,42.8,1.9,205,883,0,0,1,1,1,1,1,1,1,0,1,0,0
127,2020/7/31 10:40,41.8,39.4,42.7,52,25597,399,33.1,39.6,0.136,8.9,21653,40.8,42.2,1.3,184,832,0,0,1,1,1,1,1,1,1,0,1,1,0
128,2020/7/31 10:45,40.4,38.7,44.1,51.9,12541,406,33.1,39.4,0.138,8.9,17512,40.3,40.8,1.3,237,466,0,0,1,1,1,1,1,1,1,0,1,0,0
129,2020/7/31 10:50,40.1,38,43.8,53,15387,402,33,39.3,0.135,8.9,17955,40,41.7,0,245,545,0,0,1,1,1,1,1,1,1,0,0,0,1
130,2020/7/31 10:55,40.7,38.2,42.9,52.8,22549,395,33.4,42.7,0.144,8.9,19929,40.3,41.2,1.1,277,780,0,0,1,1,1,1,1,1,1,0,0,0,0
131,2020/7/31 11:00,41.2,38,42.6,53.9,18292,386,33.4,40.9,0.139,8.7,18142,39.4,43.2,1.1,79,648,0,0,1,1,1,1,1,1,1,0,0,0,0
132,2020/7/31 11:05,41.5,38.1,41.7,53.1,15506,388,33.3,40,0.137,8.7,16614,39.6,42.6,0.9,249,575,0,0,1,1,1,1,1,1,1,0,0,0,0
133,2020/7/31 11:10,40.6,38.5,44.2,53.2,18232,393,33.3,39.6,0.136,8.7,17663,39.3,43.4,2.7,13,661,0,0,1,1,1,1,1,1,1,0,1,1,0
134,2020/7/31 11:15,40.7,38.5,44.3,53.8,20444,395,33.2,39.4,0.134,8.8,18661,38.9,45.1,0.9,272,768,0,0,1,1,1,1,1,1,1,0,1,0,0
135,2020/7/31 11:20,40.6,39.2,43.8,52.4,17360,398,33.3,40.6,0.143,8.8,18818,39.7,43.4,0.9,104,675,0,0,1,1,1,1,1,1,1,0,0,0,1
136,2020/7/31 11:25,41.4,39.1,42.8,51.8,19679,391,33.6,42.2,0.144,8.8,19904,40,43.4,1.5,307,745,0,0,1,1,1,1,1,1,1,0,0,0,0
137,2020/7/31 11:30,42.1,38.5,42.1,52.3,20169,384,33.6,40.8,0.137,8.7,20657,40.5,42.1,1.5,240,803,0,0,1,1,1,1,1,1,1,0,0,0,0
138,2020/7/31 11:35,42.5,38.3,41.3,54.2,17073,385,33,40.9,0.498,8.8,19885,40.3,42.6,1.1,290,686,0,0,1,1,1,1,1,1,1,0,0,0,0
139,2020/7/31 11:40,41.5,39.4,42.1,52.2,18723,394,33,41.3,0.542,8.8,21127,40.5,41.9,0.9,15,780,0,0,1,1,1,1,1,1,1,0,1,1,0
140,2020/7/31 11:45,41.3,40.1,43.7,50.1,18854,397,33,41.5,0.574,8.8,22168,41.6,40.1,1.7,352,784,0,0,1,1,1,1,1,1,1,0,1,0,0
141,2020/7/31 11:50,41.1,39.4,43.4,51.5,19691,400,33,41.5,0.591,8.8,23061,40,43.5,1.5,286,738,0,0,1,1,1,1,1,1,1,0,0,0,1
142,2020/7/31 11:55,42.1,39.1,42.2,53.4,21556,394,33,41.9,0.614,8.8,24703,40.3,43,1.5,222,855,0,0,1,1,1,1,1,1,1,0,0,0,0
143,2020/7/31 12:00,42.8,39,41.2,52.6,20815,383,33,42.6,0.624,8.8,24188,40.4,42.3,1.1,311,830,0,0,1,1,1,1,1,1,1,0,0,0,0
144,2020/7/31 12:05,42.8,38.9,41.5,52.8,22549,382,33,42.7,0.631,8.8,25400,40.9,40.9,1.5,295,847,0,0,1,1,1,1,1,1,1,0,1,0,0
145,2020/7/31 12:10,41.8,39.4,42.3,50.9,13032,396,33,42.3,0.642,8.8,18518,40.4,42.5,1.7,76,494,0,0,1,1,1,1,1,1,1,0,1,1,0
146,2020/7/31 12:15,40.7,38.4,43.6,53.8,13127,399,33,42,0.631,8.8,18664,39,43.8,0.9,352,486,0,0,1,1,1,1,1,1,1,0,1,0,0
147,2020/7/31 12:20,40.5,38.2,43.4,53.1,18938,399,32.9,42,0.652,8.8,25051,38.6,45.4,1.1,300,761,0,0,1,1,1,1,1,1,1,0,0,0,1
